:START_ID,:END_ID,:TYPE,display_relation
15779,14582,drug_drug,synergistic interaction
15779,14547,drug_drug,synergistic interaction
15779,15095,drug_drug,synergistic interaction
15779,15133,drug_drug,synergistic interaction
15779,14308,drug_drug,synergistic interaction
15779,14999,drug_drug,synergistic interaction
15779,15076,drug_drug,synergistic interaction
15779,14162,drug_drug,synergistic interaction
15779,14198,drug_drug,synergistic interaction
15779,15847,drug_drug,synergistic interaction
15779,16687,drug_drug,synergistic interaction
15779,14938,drug_drug,synergistic interaction
15779,14240,drug_drug,synergistic interaction
15779,16689,drug_drug,synergistic interaction
15779,14142,drug_drug,synergistic interaction
15779,14202,drug_drug,synergistic interaction
15779,14196,drug_drug,synergistic interaction
15779,14140,drug_drug,synergistic interaction
15132,23158,drug_effect,side effect
15132,22447,drug_effect,side effect
15132,22966,drug_effect,side effect
15132,25201,drug_effect,side effect
15132,84853,drug_effect,side effect
15132,23864,drug_effect,side effect
15132,22952,drug_effect,side effect
15132,23002,drug_effect,side effect
15132,25520,drug_effect,side effect
15132,23000,drug_effect,side effect
15132,23101,drug_effect,side effect
15132,23157,drug_effect,side effect
15132,23544,drug_effect,side effect
15132,22304,drug_effect,side effect
15132,15484,drug_drug,synergistic interaction
15132,14176,drug_drug,synergistic interaction
15132,15074,drug_drug,synergistic interaction
15132,14884,drug_drug,synergistic interaction
15132,15119,drug_drug,synergistic interaction
15132,14476,drug_drug,synergistic interaction
15132,14477,drug_drug,synergistic interaction
15132,20298,drug_drug,synergistic interaction
15132,19222,drug_drug,synergistic interaction
15132,14424,drug_drug,synergistic interaction
15132,14670,drug_drug,synergistic interaction
15132,14268,drug_drug,synergistic interaction
15132,14276,drug_drug,synergistic interaction
15132,15295,drug_drug,synergistic interaction
15132,14161,drug_drug,synergistic interaction
15132,14019,drug_drug,synergistic interaction
15132,14207,drug_drug,synergistic interaction
15132,14956,drug_drug,synergistic interaction
15132,14762,drug_drug,synergistic interaction
15132,16788,drug_drug,synergistic interaction
15132,16793,drug_drug,synergistic interaction
15132,15012,drug_drug,synergistic interaction
15132,15176,drug_drug,synergistic interaction
15132,15187,drug_drug,synergistic interaction
15132,14211,drug_drug,synergistic interaction
15132,15130,drug_drug,synergistic interaction
15132,15167,drug_drug,synergistic interaction
15132,14061,drug_drug,synergistic interaction
15132,33575,contraindication,contraindication
15132,29113,contraindication,contraindication
15132,35764,contraindication,contraindication
15132,14198,drug_drug,synergistic interaction
15132,14784,drug_drug,synergistic interaction
15132,15093,drug_drug,synergistic interaction
15132,15320,drug_drug,synergistic interaction
15132,15151,drug_drug,synergistic interaction
15132,14638,drug_drug,synergistic interaction
15132,14380,drug_drug,synergistic interaction
15132,14387,drug_drug,synergistic interaction
15132,15201,drug_drug,synergistic interaction
15132,15078,drug_drug,synergistic interaction
15132,15274,drug_drug,synergistic interaction
15079,15484,drug_drug,synergistic interaction
15079,14176,drug_drug,synergistic interaction
15079,14884,drug_drug,synergistic interaction
15079,15119,drug_drug,synergistic interaction
15079,15074,drug_drug,synergistic interaction
15079,20298,drug_drug,synergistic interaction
15079,19222,drug_drug,synergistic interaction
15079,14424,drug_drug,synergistic interaction
15079,20304,drug_drug,synergistic interaction
15079,20302,drug_drug,synergistic interaction
15079,14685,drug_drug,synergistic interaction
15079,14670,drug_drug,synergistic interaction
15079,17950,drug_drug,synergistic interaction
15079,15829,drug_drug,synergistic interaction
15079,14783,drug_drug,synergistic interaction
15079,14251,drug_drug,synergistic interaction
15079,14207,drug_drug,synergistic interaction
15079,14956,drug_drug,synergistic interaction
15079,14792,drug_drug,synergistic interaction
15079,15077,drug_drug,synergistic interaction
15079,15298,drug_drug,synergistic interaction
15079,16788,drug_drug,synergistic interaction
15079,14762,drug_drug,synergistic interaction
15079,16793,drug_drug,synergistic interaction
15079,14276,drug_drug,synergistic interaction
15079,15012,drug_drug,synergistic interaction
15079,18959,drug_drug,synergistic interaction
15079,15176,drug_drug,synergistic interaction
15079,15187,drug_drug,synergistic interaction
15079,14235,drug_drug,synergistic interaction
15079,14270,drug_drug,synergistic interaction
15079,14481,drug_drug,synergistic interaction
15079,14211,drug_drug,synergistic interaction
15079,14483,drug_drug,synergistic interaction
15079,15130,drug_drug,synergistic interaction
15079,14242,drug_drug,synergistic interaction
15079,15987,drug_drug,synergistic interaction
15079,14340,drug_drug,synergistic interaction
15079,15986,drug_drug,synergistic interaction
15079,15167,drug_drug,synergistic interaction
15079,14131,drug_drug,synergistic interaction
15079,15774,drug_drug,synergistic interaction
15079,14158,drug_drug,synergistic interaction
15079,14238,drug_drug,synergistic interaction
15079,14061,drug_drug,synergistic interaction
15079,33575,contraindication,contraindication
15079,29113,contraindication,contraindication
15079,35764,contraindication,contraindication
15079,3955,drug_protein,enzyme
15079,23544,drug_effect,side effect
15079,22457,drug_effect,side effect
15079,85067,drug_effect,side effect
15079,22718,drug_effect,side effect
15079,22903,drug_effect,side effect
15079,22484,drug_effect,side effect
15079,22676,drug_effect,side effect
15079,22380,drug_effect,side effect
15079,22939,drug_effect,side effect
15079,23368,drug_effect,side effect
15079,23101,drug_effect,side effect
15079,23157,drug_effect,side effect
15079,22952,drug_effect,side effect
15079,23002,drug_effect,side effect
15079,22859,drug_effect,side effect
15079,25526,drug_effect,side effect
15079,22953,drug_effect,side effect
15079,25520,drug_effect,side effect
15079,23864,drug_effect,side effect
15079,22447,drug_effect,side effect
15079,22831,drug_effect,side effect
15079,26162,drug_effect,side effect
15079,22304,drug_effect,side effect
15079,25201,drug_effect,side effect
15986,23158,drug_effect,side effect
15986,23844,drug_effect,side effect
15986,25201,drug_effect,side effect
15986,22304,drug_effect,side effect
15986,14235,drug_drug,synergistic interaction
15986,14481,drug_drug,synergistic interaction
15986,14483,drug_drug,synergistic interaction
15986,14242,drug_drug,synergistic interaction
15986,14340,drug_drug,synergistic interaction
15986,15774,drug_drug,synergistic interaction
15986,14131,drug_drug,synergistic interaction
15986,14158,drug_drug,synergistic interaction
15986,14238,drug_drug,synergistic interaction
15986,14061,drug_drug,synergistic interaction
15986,29113,contraindication,contraindication
15986,33575,contraindication,contraindication
15986,35764,contraindication,contraindication
14835,14884,drug_drug,synergistic interaction
14835,15119,drug_drug,synergistic interaction
14835,15074,drug_drug,synergistic interaction
14835,20298,drug_drug,synergistic interaction
14835,19222,drug_drug,synergistic interaction
14835,14424,drug_drug,synergistic interaction
14835,20304,drug_drug,synergistic interaction
14835,14115,drug_drug,synergistic interaction
14835,20349,drug_drug,synergistic interaction
14835,20302,drug_drug,synergistic interaction
14835,14670,drug_drug,synergistic interaction
14835,17950,drug_drug,synergistic interaction
14835,15295,drug_drug,synergistic interaction
14835,15079,drug_drug,synergistic interaction
14835,14161,drug_drug,synergistic interaction
14835,14251,drug_drug,synergistic interaction
14835,14792,drug_drug,synergistic interaction
14835,14975,drug_drug,synergistic interaction
14835,14762,drug_drug,synergistic interaction
14835,16788,drug_drug,synergistic interaction
14835,16793,drug_drug,synergistic interaction
14835,15012,drug_drug,synergistic interaction
14835,15176,drug_drug,synergistic interaction
14835,14242,drug_drug,synergistic interaction
14835,15987,drug_drug,synergistic interaction
14835,14340,drug_drug,synergistic interaction
14835,15986,drug_drug,synergistic interaction
14835,15167,drug_drug,synergistic interaction
14835,14131,drug_drug,synergistic interaction
14835,15774,drug_drug,synergistic interaction
14835,14158,drug_drug,synergistic interaction
14835,14238,drug_drug,synergistic interaction
14835,14061,drug_drug,synergistic interaction
14835,33575,contraindication,contraindication
14835,29113,contraindication,contraindication
14835,36286,off-label use,off-label use
14835,35764,contraindication,contraindication
14835,13097,drug_protein,target
14835,17831,drug_drug,synergistic interaction
14835,16795,drug_drug,synergistic interaction
14835,14691,drug_drug,synergistic interaction
14835,14924,drug_drug,synergistic interaction
14835,14217,drug_drug,synergistic interaction
14835,17148,drug_drug,synergistic interaction
14835,14168,drug_drug,synergistic interaction
14835,14152,drug_drug,synergistic interaction
14835,15254,drug_drug,synergistic interaction
14835,15451,drug_drug,synergistic interaction
14835,15111,drug_drug,synergistic interaction
14835,15273,drug_drug,synergistic interaction
14835,16690,drug_drug,synergistic interaction
14835,14899,drug_drug,synergistic interaction
14835,14327,drug_drug,synergistic interaction
14835,17308,drug_drug,synergistic interaction
14835,16588,drug_drug,synergistic interaction
14835,16792,drug_drug,synergistic interaction
14835,14668,drug_drug,synergistic interaction
14835,14809,drug_drug,synergistic interaction
14835,14317,drug_drug,synergistic interaction
14835,16210,drug_drug,synergistic interaction
14835,93440,drug_effect,side effect
14835,23157,drug_effect,side effect
14835,23544,drug_effect,side effect
14835,84853,drug_effect,side effect
14835,23368,drug_effect,side effect
14835,22831,drug_effect,side effect
14835,22718,drug_effect,side effect
14835,25201,drug_effect,side effect
14835,23864,drug_effect,side effect
14835,23002,drug_effect,side effect
14835,23844,drug_effect,side effect
14835,84363,drug_effect,side effect
14835,22676,drug_effect,side effect
14835,22447,drug_effect,side effect
14835,23158,drug_effect,side effect
14835,14603,drug_drug,synergistic interaction
14835,14215,drug_drug,synergistic interaction
14835,15778,drug_drug,synergistic interaction
14835,14605,drug_drug,synergistic interaction
14835,14222,drug_drug,synergistic interaction
14835,14229,drug_drug,synergistic interaction
14835,14166,drug_drug,synergistic interaction
14835,14293,drug_drug,synergistic interaction
14835,14287,drug_drug,synergistic interaction
14835,14303,drug_drug,synergistic interaction
14835,14304,drug_drug,synergistic interaction
14835,14282,drug_drug,synergistic interaction
14835,14280,drug_drug,synergistic interaction
14835,14993,drug_drug,synergistic interaction
14835,14369,drug_drug,synergistic interaction
14835,15769,drug_drug,synergistic interaction
14835,14306,drug_drug,synergistic interaction
14835,14813,drug_drug,synergistic interaction
14835,15770,drug_drug,synergistic interaction
14835,14259,drug_drug,synergistic interaction
14835,15501,drug_drug,synergistic interaction
14835,15373,drug_drug,synergistic interaction
14835,15153,drug_drug,synergistic interaction
14835,14582,drug_drug,synergistic interaction
14835,14547,drug_drug,synergistic interaction
14835,15133,drug_drug,synergistic interaction
14835,15796,drug_drug,synergistic interaction
14835,15801,drug_drug,synergistic interaction
14835,15785,drug_drug,synergistic interaction
14835,15784,drug_drug,synergistic interaction
14835,14308,drug_drug,synergistic interaction
14835,14999,drug_drug,synergistic interaction
14835,15076,drug_drug,synergistic interaction
14835,15095,drug_drug,synergistic interaction
14835,14162,drug_drug,synergistic interaction
14835,14596,drug_drug,synergistic interaction
14835,14198,drug_drug,synergistic interaction
14835,15093,drug_drug,synergistic interaction
14835,15320,drug_drug,synergistic interaction
14835,14380,drug_drug,synergistic interaction
14835,14272,drug_drug,synergistic interaction
14835,15201,drug_drug,synergistic interaction
14835,15274,drug_drug,synergistic interaction
14835,20521,drug_drug,synergistic interaction
14835,20532,drug_drug,synergistic interaction
14835,14475,drug_drug,synergistic interaction
14835,20518,drug_drug,synergistic interaction
14835,20513,drug_drug,synergistic interaction
14835,20519,drug_drug,synergistic interaction
14835,20520,drug_drug,synergistic interaction
14835,15006,drug_drug,synergistic interaction
14835,14551,drug_drug,synergistic interaction
14835,14385,drug_drug,synergistic interaction
14835,14329,drug_drug,synergistic interaction
14835,15332,drug_drug,synergistic interaction
14835,17833,drug_drug,synergistic interaction
14835,20278,drug_drug,synergistic interaction
14835,17903,drug_drug,synergistic interaction
14835,20517,drug_drug,synergistic interaction
14835,14435,drug_drug,synergistic interaction
14835,20514,drug_drug,synergistic interaction
14835,14455,drug_drug,synergistic interaction
14835,15847,drug_drug,synergistic interaction
14835,17949,drug_drug,synergistic interaction
14835,17951,drug_drug,synergistic interaction
14835,15878,drug_drug,synergistic interaction
14835,15753,drug_drug,synergistic interaction
14835,15331,drug_drug,synergistic interaction
14835,14799,drug_drug,synergistic interaction
14835,17832,drug_drug,synergistic interaction
14835,15282,drug_drug,synergistic interaction
14835,15283,drug_drug,synergistic interaction
14835,14257,drug_drug,synergistic interaction
14835,17829,drug_drug,synergistic interaction
14835,15590,drug_drug,synergistic interaction
14835,16687,drug_drug,synergistic interaction
14835,14938,drug_drug,synergistic interaction
14835,14595,drug_drug,synergistic interaction
14835,19207,drug_drug,synergistic interaction
14835,14240,drug_drug,synergistic interaction
14835,14848,drug_drug,synergistic interaction
14835,16689,drug_drug,synergistic interaction
14835,15479,drug_drug,synergistic interaction
14835,15546,drug_drug,synergistic interaction
14835,15102,drug_drug,synergistic interaction
14835,15198,drug_drug,synergistic interaction
14835,15417,drug_drug,synergistic interaction
14835,14142,drug_drug,synergistic interaction
14835,14202,drug_drug,synergistic interaction
14835,14900,drug_drug,synergistic interaction
14835,15088,drug_drug,synergistic interaction
14835,14196,drug_drug,synergistic interaction
14835,14696,drug_drug,synergistic interaction
14835,14263,drug_drug,synergistic interaction
14835,14140,drug_drug,synergistic interaction
14835,15001,drug_drug,synergistic interaction
14835,14223,drug_drug,synergistic interaction
14835,14323,drug_drug,synergistic interaction
14835,15013,drug_drug,synergistic interaction
14835,15598,drug_drug,synergistic interaction
23023,22708,phenotype_phenotype,parent-child
14900,23158,drug_effect,side effect
14900,22447,drug_effect,side effect
14900,22718,drug_effect,side effect
14900,26162,drug_effect,side effect
14900,25201,drug_effect,side effect
14900,23864,drug_effect,side effect
14900,23101,drug_effect,side effect
14900,23157,drug_effect,side effect
14900,22323,drug_effect,side effect
14900,23544,drug_effect,side effect
14900,22457,drug_effect,side effect
14900,84853,drug_effect,side effect
14900,22380,drug_effect,side effect
14900,22952,drug_effect,side effect
14900,23002,drug_effect,side effect
14900,25526,drug_effect,side effect
14900,22676,drug_effect,side effect
14900,23488,drug_effect,side effect
14900,23000,drug_effect,side effect
14900,15484,drug_drug,synergistic interaction
14900,14176,drug_drug,synergistic interaction
14900,14884,drug_drug,synergistic interaction
14900,15119,drug_drug,synergistic interaction
14900,15074,drug_drug,synergistic interaction
14900,14208,drug_drug,synergistic interaction
14900,14476,drug_drug,synergistic interaction
14900,14477,drug_drug,synergistic interaction
14900,14342,drug_drug,synergistic interaction
14900,20298,drug_drug,synergistic interaction
14900,19222,drug_drug,synergistic interaction
14900,14424,drug_drug,synergistic interaction
14900,20304,drug_drug,synergistic interaction
14900,15621,drug_drug,synergistic interaction
14900,14203,drug_drug,synergistic interaction
14900,14685,drug_drug,synergistic interaction
14900,14670,drug_drug,synergistic interaction
14900,15435,drug_drug,synergistic interaction
14900,14149,drug_drug,synergistic interaction
14900,14276,drug_drug,synergistic interaction
14900,14034,drug_drug,synergistic interaction
14900,15295,drug_drug,synergistic interaction
14900,15079,drug_drug,synergistic interaction
14900,14161,drug_drug,synergistic interaction
14900,15064,drug_drug,synergistic interaction
14900,14024,drug_drug,synergistic interaction
14900,14019,drug_drug,synergistic interaction
14900,14251,drug_drug,synergistic interaction
14900,14207,drug_drug,synergistic interaction
14900,14956,drug_drug,synergistic interaction
14900,14792,drug_drug,synergistic interaction
14900,15077,drug_drug,synergistic interaction
14900,15428,drug_drug,synergistic interaction
14900,14762,drug_drug,synergistic interaction
14900,16788,drug_drug,synergistic interaction
14900,16793,drug_drug,synergistic interaction
14900,15012,drug_drug,synergistic interaction
14900,15176,drug_drug,synergistic interaction
14900,15187,drug_drug,synergistic interaction
14900,14235,drug_drug,synergistic interaction
14900,14270,drug_drug,synergistic interaction
14900,15507,drug_drug,synergistic interaction
14900,14058,drug_drug,synergistic interaction
14900,14481,drug_drug,synergistic interaction
14900,14483,drug_drug,synergistic interaction
14900,15130,drug_drug,synergistic interaction
14900,14242,drug_drug,synergistic interaction
14900,15987,drug_drug,synergistic interaction
14900,14340,drug_drug,synergistic interaction
14900,15986,drug_drug,synergistic interaction
14900,15167,drug_drug,synergistic interaction
14900,15774,drug_drug,synergistic interaction
14900,14131,drug_drug,synergistic interaction
14900,14158,drug_drug,synergistic interaction
14900,14238,drug_drug,synergistic interaction
14900,14061,drug_drug,synergistic interaction
14900,33575,contraindication,contraindication
14900,29113,contraindication,contraindication
14900,14603,drug_drug,synergistic interaction
14900,14966,drug_drug,synergistic interaction
14900,14215,drug_drug,synergistic interaction
14900,15778,drug_drug,synergistic interaction
14900,14605,drug_drug,synergistic interaction
14900,14222,drug_drug,synergistic interaction
14900,14229,drug_drug,synergistic interaction
14900,14293,drug_drug,synergistic interaction
14900,14296,drug_drug,synergistic interaction
